Sample	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
KD_REP1_T0_1	35.18297593216759	35.449209999203234	35.022427980870255	35.25000972793288	35.06923879388456	34.682039271201795	34.64316089259806	34.59645940301992	34.70277922410008	34.60804490784405	34.554919276686505	34.52500449337852	34.51602792750559	34.46178126789245	34.44892001415646	34.430135839001785	34.401415275263446	34.34742710072395	34.34566866104732	34.35056185841188	34.284689914213224	34.22399351057521	34.24243153877009	34.22018384005358	34.14041786392052	34.10492879360418	34.08531419860735	34.028180752166406	34.02113754325108	33.92029258076029	33.93108214728416	33.90655578276123	33.856791618953885	33.78149207763006	33.73315904301694	33.75723102471087	33.78447161937176	33.92746200523298	33.792669496825525	33.75897088693297	33.85748138117806	33.88997968855789	33.60324983073798	33.758293838862556	33.79519295870007	33.49966147596479	33.588693297224104	33.476980365605954	33.46479350033852	33.34563303994584	33.65301286391333	33.458023019634396	33.22545700744753	33.01997291807719	33.23832092078538
KD_REP1_T0_2	33.01219419548142	33.55738090693981	34.16389991902654	34.23813238512238	33.92286397755719	34.088563100931474	33.668462782781745	33.758437823685384	33.94190849072511	34.01932523351671	33.87055641923129	33.965555705849546	33.89816151333282	33.92935019261307	33.89844686603061	33.88657693497849	33.88255976193432	33.886587126146274	33.89515604530808	33.85167514116472	33.84307353899051	33.83619375126041	33.791457367698044	33.77278939373869	33.75952858010506	33.753808878057335	33.73084361544942	33.74031992329583	33.716644014925926	33.693356866208475	33.666253804297426	33.645468739670754	33.64392444565049	33.61935377577919	33.58420491549077	33.58627652210947	33.55176587797697	33.543741362500704	33.49263547184732	33.46838957928844	33.37994217706976	33.66217548239062	33.72009712726482	33.69319275176395	33.66420782552919	33.62335631815266	33.64632777421424	33.597859204618345	33.56510583707505	33.654305644644005	33.602188903143045	33.55989416292495	33.5450208466966	33.41336593970494	33.42326812059012
KD_REP1_T1_1	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0
KD_REP1_T1_2	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0
KD_REP2_T0_1	35.18161525109435	35.448837291156075	35.02298371485151	35.252241037240395	35.06173573636992	34.67672933605277	34.64370703405043	34.59489975306447	34.70018358073199	34.60504300531476	34.55282994051688	34.517765279715164	34.517326242041285	34.46109700139121	34.44624104094535	34.42872491974131	34.4021288695984	34.3452049490846	34.3462775347942	34.34922597925191	34.28087155962852	34.22179957100927	34.242127420817226	34.21787461369675	34.14153693277353	34.10223346640117	34.086940015239605	34.02743600026359	34.015754249827765	33.91702187664905	33.92491657976542	33.90148516529983	33.85456078395748	33.77776494951043	33.73208671585123	33.755164897081166	33.764836398839414	33.96479472006292	33.80809059046469	33.8306342780027	33.864372469635626	33.91565452091768	33.67948717948718	33.76686909581646	33.74662618083671	33.536437246963565	33.675438596491226	33.560391363022944	33.43151147098516	33.48414304993253	33.663967611336034	33.43522267206478	33.30971659919028	33.1474358974359	33.186909581646425
KD_REP2_T0_2	33.01292475042468	33.55870230096496	34.16139728834031	34.23651163264588	33.918535355500104	34.08792794595205	33.668808133126596	33.75570239544142	33.93809568798315	34.02091264261777	33.86997815926509	33.96425177421237	33.89876847153758	33.93119983253584	33.90173984887471	33.88785551399826	33.88170250288523	33.8904526904488	33.89633709201452	33.856322606259766	33.842944513137724	33.83717187439835	33.78984337088842	33.76970822192585	33.76251610587383	33.757256668047916	33.73009471208819	33.73975473690169	33.71653776171991	33.69127033696273	33.6592657700555	33.64642550527807	33.640125425870444	33.62012453440103	33.58378455897458	33.58572987366476	33.55228962734569	33.54340786161267	33.49311144745843	33.47081429864157	33.37965155717741	33.66938514647711	33.74069418620612	33.746355918628865	33.67723850712798	33.65825724811789	33.69077366650649	33.62249719686048	33.59979176677879	33.67771904533077	33.60924235143361	33.58429440973891	33.5634310427679	33.44049335255486	33.4078968444658
KD_REP2_T1_1	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0
KD_REP2_T1_2	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0	26.0
WT_REP1_T0_1	35.184835003666585	35.448299519269945	35.018500774056875	35.25423286889921	35.066236454004724	34.67721828403813	34.64037154729895	34.59818789212092	34.7015367065917	34.60537521388414	34.55572639126538	34.523291778701214	34.516578668622174	34.45937097694126	34.44520655096554	34.42862299356311	34.40167766642223	34.3485129960075	34.3479491566854	34.35022533567144	34.28185128772871	34.22339659394031	34.241280910829474	34.21920359829694	34.14208271846985	34.10350170016895	34.086169259041085	34.02972800378963	34.018164192269765	33.91816773865118	33.930509804357115	33.90708375882828	33.85572515779502	33.782403370402506	33.73412973725898	33.77612350092228	33.794123258429224	33.97233756418454	33.776905038169595	33.802126402835206	33.922327229769635	33.916125221500295	33.67838157117543	33.81807442409924	33.80419373892498	33.600413467217955	33.66538688718252	33.520968694624926	33.462492616656824	33.43561724748966	33.683106910809215	33.436503248671	33.335203780271705	33.211163614884825	33.302421736562316
